"";"num";"object";"Pb206_Pb204";"Pb207_Pb204";"Pb208_Pb204";"color.object";"symbol";"Pb206_Pb204.perc";"Pb207_Pb204.perc";"Pb208_Pb204.perc"
"1";" Alenc Beyrac";"France";18,587;15,68;38,786;"#FF0000";"triangle";25,44;21,46;53,09
"2";" Alenc Beyrac";"France";18,563;15,677;38,69;"#FF0000";"triangle";25,45;21,5;53,05
"3";" Alenc Beyrac";"France";18,617;15,775;38,999;"#FF0000";"triangle";25,37;21,49;53,14
"4";"Ramponeche/Col du Sapet";"France";18,373;15,684;38,639;"#FF0000";"triangle";25,27;21,57;53,15
"5";"Ramponeche/Col du Sapet";"France";18,518;15,678;38,76;"#FF0000";"triangle";25,38;21,49;53,13
"6";"Ramponeche/Col du Sapet";"France";18,377;15,679;38,623;"#FF0000";"triangle";25,29;21,57;53,14
"7";"Ramponeche/Col du Sapet";"France";18,481;15,68;38,609;"#FF0000";"triangle";25,4;21,55;53,06
"8";"Le Tournel";"France";18,562;15,681;38,718;"#FF0000";"triangle";25,44;21,49;53,07
"9";"Le Tournel";"France";18,571;15,679;38,698;"#FF0000";"triangle";25,46;21,49;53,05
"10";"Le Tournel";"France";18,577;15,689;38,713;"#FF0000";"triangle";25,46;21,5;53,05
"11";"Bedoues-Cocures";"France";18,441;15,669;38,695;"#FF0000";"triangle";25,33;21,52;53,15
"12";"Bedoues-Cocures";"France";18,506;15,678;38,753;"#FF0000";"triangle";25,37;21,5;53,13
"13";"Bedoues-Cocures";"France";18,479;15,681;38,727;"#FF0000";"triangle";25,35;21,51;53,13
"14";"Vialas";"France";18,372;15,672;38,536;"#FF0000";"triangle";25,31;21,59;53,09
"15";"Vialas";"France";18,359;15,672;38,545;"#FF0000";"triangle";25,3;21,59;53,11
"16";"Vialas";"France";18,369;15,671;38,524;"#FF0000";"triangle";25,31;21,6;53,09
"17";"Le Bleymard";"France";18,572;15,678;38,683;"#FF0000";"triangle";25,46;21,5;53,04
"18";"Le Bleymard";"France";18,636;15,683;38,747;"#FF0000";"triangle";25,51;21,46;53,03
"19";"Le Bleymard";"France";18,606;15,685;38,693;"#FF0000";"triangle";25,49;21,49;53,02
"20";"Le Bleymard";"France";18,554;15,676;38,677;"#FF0000";"triangle";25,45;21,5;53,05
"21";"Le Bleymard";"France";18,596;15,674;38,715;"#FF0000";"triangle";25,48;21,48;53,05
"22";"Les Bondons";"France";18,437;15,673;38,704;"#FF0000";"triangle";25,32;21,52;53,15
"23";"Les Bondons";"France";18,44;15,67;38,684;"#FF0000";"triangle";25,33;21,53;53,14
"24";"Les Bondons";"France";18,457;15,673;38,678;"#FF0000";"triangle";25,35;21,53;53,12
"25";"Les Bondons";"France";18,435;15,67;38,686;"#FF0000";"triangle";25,33;21,53;53,15
"26";"Les Bondons";"France";18,489;15,667;38,679;"#FF0000";"triangle";25,38;21,51;53,1
"27";"Les Bondons";"France";18,531;15,678;38,715;"#FF0000";"triangle";25,41;21,5;53,09
"28";"Montmirat";"France";18,481;15,668;38,683;"#FF0000";"triangle";25,37;21,51;53,11
"29";"Montmirat";"France";18,412;15,664;38,661;"#FF0000";"triangle";25,31;21,54;53,15
"30";"Montmirat";"France";18,531;15,677;38,706;"#FF0000";"triangle";25,41;21,5;53,08
"31";"Montmirat";"France";18,551;15,68;38,712;"#FF0000";"triangle";25,43;21,5;53,07
"32";"Montmirat";"France";18,472;15,677;38,708;"#FF0000";"triangle";25,35;21,52;53,13
"33";"Montmirat";"France";18,497;15,671;38,683;"#FF0000";"triangle";25,39;21,51;53,1
"34";"Montmirat";"France";18,603;15,686;38,715;"#FF0000";"triangle";25,48;21,49;53,03
"35";"Montmirat";"France";18,556;15,671;38,692;"#FF0000";"triangle";25,45;21,49;53,06
"36";"Les Malines";"France";18,365;15,666;38,503;"#FF0000";"triangle";25,32;21,6;53,08
"37";"Les Malines";"France";18,38;15,648;38,381;"#FF0000";"triangle";25,38;21,61;53,01
"38";"Les Malines";"France";18,386;15,648;38,399;"#FF0000";"triangle";25,38;21,6;53,01
"39";"Les Malines";"France";18,387;15,683;38,535;"#FF0000";"triangle";25,32;21,6;53,07
"40";"Les Malines";"France";18,391;15,664;38,429;"#FF0000";"triangle";25,37;21,61;53,02
"41";"Les Malines";"France";18,392;15,65;38,404;"#FF0000";"triangle";25,39;21,6;53,01
"42";"Les Malines";"France";18,392;15,652;38,42;"#FF0000";"triangle";25,38;21,6;53,02
"43";"Les Malines";"France";18,393;15,65;38,414;"#FF0000";"triangle";25,38;21,6;53,02
"44";"Les Malines";"France";18,396;15,671;38,494;"#FF0000";"triangle";25,35;21,6;53,05
"45";"Les Malines";"France";18,399;15,626;38,382;"#FF0000";"triangle";25,41;21,58;53,01
"46";"Les Malines";"France";18,399;15,658;38,442;"#FF0000";"triangle";25,38;21,6;53,02
"47";"Les Malines";"France";18,399;15,643;38,429;"#FF0000";"triangle";25,39;21,59;53,03
"48";"Les Malines";"France";18,401;15,66;38,421;"#FF0000";"triangle";25,39;21,61;53,01
"49";"Les Malines";"France";18,403;15,67;38,464;"#FF0000";"triangle";25,37;21,6;53,03
"50";"Les Malines";"France";18,404;15,664;38,413;"#FF0000";"triangle";25,39;21,61;53
"51";"Les Malines";"France";18,404;15,653;38,45;"#FF0000";"triangle";25,38;21,59;53,03
"52";"Les Malines";"France";18,406;15,668;38,479;"#FF0000";"triangle";25,37;21,6;53,04
"53";"Les Malines";"France";18,405;15,65;38,426;"#FF0000";"triangle";25,39;21,59;53,02
"54";"Les Malines";"France";18,406;15,665;38,45;"#FF0000";"triangle";25,38;21,6;53,02
"55";"Les Malines";"France";18,408;15,65;38,456;"#FF0000";"triangle";25,39;21,58;53,03
"56";"Les Malines";"France";18,408;15,652;38,451;"#FF0000";"triangle";25,39;21,59;53,03
"57";"Les Malines";"France";18,408;15,668;38,47;"#FF0000";"triangle";25,37;21,6;53,03
"58";"Les Malines";"France";18,41;15,662;38,488;"#FF0000";"triangle";25,37;21,58;53,04
"59";"Les Malines";"France";18,412;15,659;38,478;"#FF0000";"triangle";25,38;21,58;53,04
"60";"Les Malines";"France";18,413;15,668;38,473;"#FF0000";"triangle";25,38;21,59;53,03
"61";"Les Malines";"France";18,414;15,663;38,442;"#FF0000";"triangle";25,39;21,6;53,01
"62";"Les Malines";"France";18,414;15,659;38,447;"#FF0000";"triangle";25,39;21,59;53,02
"63";"Les Malines";"France";18,417;15,654;38,436;"#FF0000";"triangle";25,4;21,59;53,01
"64";"Les Malines";"France";18,417;15,683;38,529;"#FF0000";"triangle";25,36;21,59;53,05
"65";"Les Malines";"France";18,417;15,678;38,502;"#FF0000";"triangle";25,37;21,6;53,04
"66";"Les Malines";"France";18,41;15,67;38,48;"#FF0000";"triangle";25,37;21,6;53,03
"67";"Les Malines";"France";18,418;15,67;38,455;"#FF0000";"triangle";25,39;21,6;53,01
"68";"Les Malines";"France";18,42;15,687;38,521;"#FF0000";"triangle";25,36;21,6;53,04
"69";"Les Malines";"France";18,423;15,693;38,537;"#FF0000";"triangle";25,36;21,6;53,04
"70";"Les Malines";"France";18,424;15,655;38,442;"#FF0000";"triangle";25,41;21,59;53,01
"71";"Les Malines";"France";18,424;15,676;38,469;"#FF0000";"triangle";25,39;21,6;53,01
"72";"Les Malines";"France";18,424;15,676;38,515;"#FF0000";"triangle";25,37;21,59;53,04
"73";"Les Malines";"France";18,424;15,664;38,464;"#FF0000";"triangle";25,39;21,59;53,02
"74";"Les Malines";"France";18,425;15,679;38,505;"#FF0000";"triangle";25,38;21,59;53,03
"75";"Les Malines";"France";18,423;15,672;38,488;"#FF0000";"triangle";25,38;21,59;53,03
"76";"Les Malines";"France";18,426;15,669;38,488;"#FF0000";"triangle";25,39;21,59;53,03
"77";"Les Malines";"France";18,426;15,678;38,509;"#FF0000";"triangle";25,38;21,59;53,03
"78";"Les Malines";"France";18,426;15,661;38,473;"#FF0000";"triangle";25,39;21,58;53,02
"79";"Les Malines";"France";18,429;15,682;38,407;"#FF0000";"triangle";25,41;21,62;52,96
"80";"Les Malines";"France";18,429;15,677;38,494;"#FF0000";"triangle";25,38;21,59;53,02
"81";"Les Malines";"France";18,434;15,677;38,506;"#FF0000";"triangle";25,39;21,59;53,03
"82";"Les Malines";"France";18,434;15,686;38,586;"#FF0000";"triangle";25,35;21,57;53,07
"83";"Les Malines";"France";18,434;15,694;38,571;"#FF0000";"triangle";25,36;21,59;53,06
"84";"Les Malines";"France";18,435;15,691;38,565;"#FF0000";"triangle";25,36;21,59;53,05
"85";"Les Malines";"France";18,444;15,686;38,546;"#FF0000";"triangle";25,38;21,58;53,04
"86";"Les Malines";"France";18,435;15,683;38,582;"#FF0000";"triangle";25,36;21,57;53,07
"87";"Les Malines";"France";18,437;15,695;38,542;"#FF0000";"triangle";25,37;21,6;53,03
"88";"Les Malines";"France";18,442;15,69;38,573;"#FF0000";"triangle";25,37;21,58;53,05
"89";"Les Malines";"France";18,445;15,699;38,576;"#FF0000";"triangle";25,36;21,59;53,05
"90";"Les Malines";"France";18,446;15,708;38,605;"#FF0000";"triangle";25,35;21,59;53,06
"91";"Les Malines";"France";18,451;15,719;38,636;"#FF0000";"triangle";25,34;21,59;53,07
"92";"Les Malines";"France";18,456;15,684;38,523;"#FF0000";"triangle";25,4;21,58;53,02
"93";"Les Malines";"France";18,467;15,702;38,509;"#FF0000";"triangle";25,41;21,6;52,99
"94";"Les Malines";"France";18,477;15,68;38,591;"#FF0000";"triangle";25,4;21,55;53,05
"95";"Les Malines";"France";18,482;15,712;38,631;"#FF0000";"triangle";25,38;21,58;53,05
"96";"Les Malines";"France";18,396;15,66;38,276;"#FF0000";"triangle";25,43;21,65;52,92
"97";"Les Malines";"France";18,311;15,685;38,282;"#FF0000";"triangle";25,33;21,7;52,96
"98";"Les Malines";"France";18,595;15,682;38,568;"#FF0000";"triangle";25,53;21,53;52,95
"99";"4643_14";"golasecca";18,3947;15,6654;38,5434;"#0000FF";"circle";25,34;21,58;53,09
"100";"4644_14";"golasecca";18,6278;15,6719;38,7683;"#0000FF";"circle";25,49;21,45;53,06
"101";"4645_14";"golasecca";18,2467;15,6618;38,4075;"#0000FF";"circle";25,23;21,66;53,11
"102";"4646_14";"golasecca";18,3086;15,652;38,488;"#0000FF";"circle";25,27;21,6;53,12
"103";"4647_14";"golasecca";18,3199;15,6615;38,5409;"#0000FF";"circle";25,26;21,6;53,14
"104";"4649_14";"golasecca";18,3047;15,6585;38,5095;"#0000FF";"circle";25,26;21,61;53,14
"105";"4650_14";"golasecca";18,4166;15,6664;38,5654;"#0000FF";"circle";25,35;21,56;53,08
"106";"4651_14";"golasecca";18,5333;15,6719;38,6984;"#0000FF";"circle";25,42;21,5;53,08
"107";"4652_14";"golasecca";18,7579;15,6865;38,9679;"#0000FF";"circle";25,55;21,37;53,08
"108";"4653_14";"golasecca";18,422;15,6543;38,4936;"#0000FF";"circle";25,39;21,57;53,04
"109";"4654_14";"golasecca";18,3882;15,6691;38,5349;"#0000FF";"circle";25,33;21,59;53,08
"110";"4655_14";"golasecca";18,4201;15,6884;38,633;"#0000FF";"circle";25,32;21,57;53,11
"111";"4217_08";"hochdorf";18,4842;15,7006;38,7103;"#00FFFF";"circle";25,36;21,54;53,1
"112";"4218_08";"hochdorf";18,3996;15,6362;38,4156;"#00FFFF";"circle";25,4;21,58;53,02
"113";"4220_08";"hochdorf";18,4705;15,6584;38,6103;"#00FFFF";"circle";25,39;21,53;53,08
"114";"4221_08";"hochdorf";18,3876;15,6443;38,4833;"#00FFFF";"circle";25,36;21,57;53,07
"115";"4222_08";"hochdorf";18,4062;15,6654;38,5459;"#00FFFF";"circle";25,35;21,57;53,08
"116";"4223_08";"hochdorf";18,3135;15,6226;38,4219;"#00FFFF";"circle";25,31;21,59;53,1
"117";"4224_08";"hochdorf";18,3988;15,6579;38,5862;"#00FFFF";"circle";25,33;21,55;53,12
"118";"4225_08";"hochdorf";18,4146;15,6806;38,6053;"#00FFFF";"circle";25,33;21,57;53,1
"119";"4226_08";"hochdorf";18,3543;15,6781;38,5205;"#00FFFF";"circle";25,3;21,61;53,09
"120";"4227_08";"hochdorf";18,3882;15,6644;38,5944;"#00FFFF";"circle";25,31;21,56;53,13
"121";"4228_08";"hochdorf";18,3226;15,6663;38,5194;"#00FFFF";"circle";25,27;21,61;53,12
"122";"4229_08";"hochdorf";18,3178;15,6726;38,4705;"#00FFFF";"circle";25,28;21,63;53,09
"123";"4230_08";"hochdorf";18,4515;15,656;38,5904;"#00FFFF";"circle";25,38;21,54;53,08
"124";"4231_08";"hochdorf";18,3386;15,6679;38,5063;"#00FFFF";"circle";25,29;21,61;53,1
"125";"4232_08";"hochdorf";18,3738;15,6632;38,5361;"#00FFFF";"circle";25,32;21,58;53,1
"126";"4233_08";"hochdorf";18,2948;15,7661;38,5598;"#00FFFF";"circle";25,19;21,71;53,1
"127";"4235_08";"hochdorf";18,3382;15,6645;38,4494;"#00FFFF";"circle";25,31;21,62;53,07
"128";"4237_08";"hochdorf";18,3058;15,7883;38,7619;"#00FFFF";"circle";25,13;21,67;53,2
"129";"4238_08";"hochdorf";18,355;15,789;38,7932;"#00FFFF";"circle";25,17;21,65;53,19
"130";"4240_08";"hochdorf";18,2513;15,6573;38,3435;"#00FFFF";"circle";25,26;21,67;53,07
"131";"4353_09";"hochdorf";18,3547;15,6524;38,4521;"#00FFFF";"circle";25,33;21,6;53,07
"132";"4354_09";"hochdorf";18,5003;15,6798;38,6604;"#00FFFF";"circle";25,4;21,53;53,08
"133";"4355_09";"hochdorf";18,4959;15,6622;38,5538;"#00FFFF";"circle";25,44;21,54;53,02
"134";"4356_09";"hochdorf";18,3643;15,6723;38,4847;"#00FFFF";"circle";25,32;21,61;53,07
"135";"4357_09";"hochdorf";18,6038;15,7524;38,9458;"#00FFFF";"circle";25,38;21,49;53,13
"136";"4358_09";"hochdorf";18,5548;15,6831;38,6614;"#00FFFF";"circle";25,45;21,51;53,03
"137";"4654_12";"hochdorf";18,492;15,6775;38,6636;"#00FFFF";"circle";25,39;21,53;53,09
"138";"4655_12";"hochdorf";18,6694;15,6895;38,8779;"#00FFFF";"circle";25,49;21,42;53,09
"139";"4656_12";"hochdorf";18,4931;15,68;38,6688;"#00FFFF";"circle";25,39;21,53;53,09
"140";"4657_12";"hochdorf";18,4863;15,6715;38,6476;"#00FFFF";"circle";25,39;21,53;53,08
"141";"4658_12";"hochdorf";18,5086;15,679;38,6785;"#00FFFF";"circle";25,4;21,52;53,08
"142";"4659_12";"hochdorf";18,6667;15,6907;38,876;"#00FFFF";"circle";25,49;21,43;53,09
"143";"4660_12";"hochdorf";18,5033;15,6821;38,6844;"#00FFFF";"circle";25,39;21,52;53,09
"144";"4661_12";"hochdorf";18,6712;15,6908;38,8798;"#00FFFF";"circle";25,49;21,42;53,08
"145";"4662_12";"hochdorf";18,673;15,6926;38,8857;"#00FFFF";"circle";25,49;21,42;53,09
"146";"4663_12";"hochdorf";18,6676;15,6894;38,8761;"#00FFFF";"circle";25,49;21,42;53,09
"147";"4664_12";"hochdorf";18,6752;15,6928;38,8859;"#00FFFF";"circle";25,49;21,42;53,08
"148";"4665_12";"hochdorf";18,2799;15,6409;38,3836;"#00FFFF";"circle";25,28;21,63;53,09
"149";"4666_12";"hochdorf";18,3486;15,6499;38,482;"#00FFFF";"circle";25,32;21,59;53,09
"150";"4667_12";"hochdorf";18,2048;15,6287;38,2467;"#00FFFF";"circle";25,26;21,68;53,06
"151";"4668_12";"hochdorf";18,346;15,6467;38,4711;"#00FFFF";"circle";25,32;21,59;53,09
"152";"4669_12";"hochdorf";18,6697;15,6894;38,8749;"#00FFFF";"circle";25,49;21,42;53,08
"153";"4670_12";"hochdorf";18,3442;15,6468;38,4694;"#00FFFF";"circle";25,32;21,59;53,09
"154";"4671_12";"hochdorf";18,3465;15,6491;38,4779;"#00FFFF";"circle";25,31;21,59;53,09
"155";"4672_12";"hochdorf";18,6721;15,6917;38,8869;"#00FFFF";"circle";25,49;21,42;53,09
"156";"4673_12";"hochdorf";18,3428;15,6442;38,4635;"#00FFFF";"circle";25,32;21,59;53,09
"157";"4674_12";"hochdorf";18,1473;15,6023;38,1397;"#00FFFF";"circle";25,24;21,7;53,05
"158";"4675_12";"hochdorf";18,3146;15,645;38,4329;"#00FFFF";"circle";25,3;21,61;53,09
"159";"4676_12";"hochdorf";18,5702;15,6625;38,6213;"#00FFFF";"circle";25,49;21,5;53,01
"160";"4677_12";"hochdorf";18,2332;15,6372;38,2991;"#00FFFF";"circle";25,26;21,67;53,07
"161";"4678_12";"hochdorf";18,1994;15,632;38,2497;"#00FFFF";"circle";25,25;21,69;53,06
"162";"4679_12";"hochdorf";18,7293;15,683;38,8142;"#00FFFF";"circle";25,58;21,42;53,01
"163";"4681_12";"hochdorf";18,2883;15,6638;38,5191;"#00FFFF";"circle";25,24;21,61;53,15
"164";"4682_12";"hochdorf";18,1839;15,6263;38,2204;"#00FFFF";"circle";25,24;21,69;53,06
"165";"4683_12";"hochdorf";18,3526;15,6693;38,5601;"#00FFFF";"circle";25,29;21,59;53,13
"166";"4684_12";"hochdorf";18,3518;15,6691;38,5572;"#00FFFF";"circle";25,29;21,59;53,13
"167";"4685_12";"hochdorf";18,2065;15,6358;38,256;"#00FFFF";"circle";25,25;21,69;53,06
"168";"4686_12";"hochdorf";18,6615;15,6924;38,8696;"#00FFFF";"circle";25,49;21,43;53,08
"169";"4687_12";"hochdorf";18,1832;15,6253;38,2164;"#00FFFF";"circle";25,25;21,69;53,06
"170";"4688_12";"hochdorf";18,1807;15,6242;38,2131;"#00FFFF";"circle";25,24;21,69;53,06
"171";"4689_12";"hochdorf";18,2252;15,6359;38,2843;"#00FFFF";"circle";25,26;21,67;53,07
"172";"4690_12";"hochdorf";18,2058;15,6352;38,2522;"#00FFFF";"circle";25,25;21,69;53,06
"173";"4691_12";"hochdorf";18,1884;15,6228;38,2171;"#00FFFF";"circle";25,25;21,69;53,06
"174";"4808_13";"hochdorf";18,674;15,6676;38,7599;"#00FFFF";"circle";25,55;21,43;53,02
"175";"4809_13";"hochdorf";18,6941;15,6699;38,7857;"#00FFFF";"circle";25,56;21,42;53,02
"176";"4810_13";"hochdorf";18,6968;15,6634;38,7266;"#00FFFF";"circle";25,58;21,43;52,99
"177";"4811_13";"hochdorf";18,7033;15,6608;38,7223;"#00FFFF";"circle";25,59;21,43;52,98
"178";"4812_13";"hochdorf";18,6848;15,664;38,7194;"#00FFFF";"circle";25,57;21,44;52,99
"179";"Les Ferreres";"Iberian Peninsula";18,5839;15,7114;38,8241;"#FFA500";"triangle";25,42;21,49;53,1
"180";"Les Ferreres";"Iberian Peninsula";18,5807;15,7103;38,8173;"#FFA500";"triangle";25,42;21,49;53,1
"181";"Les Ferreres";"Iberian Peninsula";18,55473;15,70804;38,78196;"#FFA500";"triangle";25,4;21,5;53,09
"182";"Les Ferreres";"Iberian Peninsula";18,55585;15,70868;38,782;"#FFA500";"triangle";25,4;21,51;53,09
"183";"S'Argentera";"Iberian Peninsula";18,67;15,681;38,923;"#FFA500";"triangle";25,48;21,4;53,12
"184";"S'Argentera";"Iberian Peninsula";18,701;15,686;38,941;"#FFA500";"triangle";25,5;21,39;53,11
"185";"S'Argentera";"Iberian Peninsula";18,729;15,691;38,938;"#FFA500";"triangle";25,53;21,39;53,08
"186";"S'Argentera";"Iberian Peninsula";18,671;15,68;38,922;"#FFA500";"triangle";25,48;21,4;53,12
"187";"S'Argentera";"Iberian Peninsula";18,651;15,677;38,901;"#FFA500";"triangle";25,47;21,41;53,12
"188";"S'Argentera";"Iberian Peninsula";18,651;15,686;38,825;"#FFA500";"triangle";25,49;21,44;53,07
"189";"S'Argentera";"Iberian Peninsula";18,696;15,685;38,939;"#FFA500";"triangle";25,5;21,39;53,11
"190";"S'Argentera";"Iberian Peninsula";18,665;15,675;38,906;"#FFA500";"triangle";25,48;21,4;53,12
"191";"S'Argentera";"Iberian Peninsula";18,662;15,679;38,917;"#FFA500";"triangle";25,47;21,4;53,12
"192";"S'Argentera";"Iberian Peninsula";18,652;15,678;38,911;"#FFA500";"triangle";25,47;21,41;53,13
"193";"S'Argentera";"Iberian Peninsula";18,727;15,689;38,931;"#FFA500";"triangle";25,53;21,39;53,08
"194";"S'Argentera";"Iberian Peninsula";18,713;15,69;38,94;"#FFA500";"triangle";25,51;21,39;53,09
"195";"S'Argentera";"Iberian Peninsula";18,655;15,678;38,915;"#FFA500";"triangle";25,47;21,4;53,13
"196";"S'Argentera";"Iberian Peninsula";18,739;15,7209;39,0659;"#FFA500";"triangle";25,49;21,38;53,13
"197";"S'Argentera";"Iberian Peninsula";18,7412;15,7569;39,1838;"#FFA500";"triangle";25,44;21,39;53,18
"198";"S'Argentera";"Iberian Peninsula";18,7122;15,6783;38,9099;"#FFA500";"triangle";25,53;21,39;53,08
"199";"S'Argentera";"Iberian Peninsula";18,7062;15,6859;38,9465;"#FFA500";"triangle";25,51;21,39;53,11
"200";"Escombrera";"Iberian Peninsula";18,724;15,688;38,935;"#FFA500";"triangle";25,53;21,39;53,08
"201";"Escombrera";"Iberian Peninsula";18,729;15,687;38,929;"#FFA500";"triangle";25,54;21,39;53,08
"202";"Can Vicent";"Iberian Peninsula";18,54;15,689;38,764;"#FFA500";"triangle";25,4;21,49;53,11
"203";"Can Vicent";"Iberian Peninsula";18,483;15,697;38,814;"#FFA500";"triangle";25,32;21,5;53,17
"204";"Sa Mitja Lluna";"Iberian Peninsula";18,442;15,610396878;38,48218372;"#FFA500";"triangle";25,43;21,52;53,05
"205";"Sa Mitja Lluna";"Iberian Peninsula";18,262;15,63190676;38,19095536;"#FFA500";"triangle";25,33;21,69;52,98
"206";"Sa Mitja Lluna";"Iberian Peninsula";18,4435;15,66572;38,65204;"#FFA500";"triangle";25,35;21,53;53,12
"207";"Sa Mitja Lluna";"Iberian Peninsula";18,3814;15,65617;38,56932;"#FFA500";"triangle";25,32;21,56;53,12
"208";"Sa Mitja Lluna";"Iberian Peninsula";18,428;15,67136;38,65107;"#FFA500";"triangle";25,33;21,54;53,13
"209";"Sa Mitja Lluna";"Iberian Peninsula";18,3628;15,64456;38,54517;"#FFA500";"triangle";25,31;21,56;53,13
"210";"Sa Mitja Lluna";"Iberian Peninsula";18,528;15,6708;38,73816;"#FFA500";"triangle";25,4;21,49;53,11
"211";"Sa Mitja Lluna";"Iberian Peninsula";18,491;15,67501;38,63343;"#FFA500";"triangle";25,4;21,53;53,07
"212";"Binifabini";"Iberian Peninsula";18,3237;15,6722;38,4919;"#FFA500";"triangle";25,28;21,62;53,1
"213";"Binifabini";"Iberian Peninsula";18,4324;15,6841;38,6343;"#FFA500";"triangle";25,34;21,56;53,1
"214";"Binifabini";"Iberian Peninsula";18,4391;15,6817;38,62715;"#FFA500";"triangle";25,35;21,56;53,1
"215";"Sant Julia";"Iberian Peninsula";18,3293;15,6712;38,4977;"#FFA500";"triangle";25,28;21,62;53,1
"216";"Sant Julia";"Iberian Peninsula";18,3355;15,6781;38,5249;"#FFA500";"triangle";25,28;21,61;53,11
"217";"Mina Leonor";"Iberian Peninsula";18,5388;15,6854;38,8948;"#FFA500";"triangle";25,35;21,45;53,19
"218";"Mina Leonor";"Iberian Peninsula";18,4436;15,68;38,6938;"#FFA500";"triangle";25,33;21,53;53,14
"219";"Mina Leonor";"Iberian Peninsula";18,5402;15,6854;38,8917;"#FFA500";"triangle";25,36;21,45;53,19
"220";"Mina Pepito";"Iberian Peninsula";18,4879;15,6797;38,7388;"#FFA500";"triangle";25,36;21,51;53,13
"221";"Mina Pepito";"Iberian Peninsula";18,4819;15,6922;38,7648;"#FFA500";"triangle";25,34;21,51;53,15
"222";"Mina Pepito";"Iberian Peninsula";18,478;15,6824;38,7354;"#FFA500";"triangle";25,35;21,51;53,14
"223";"Puig Perals ";"Iberian Peninsula";18,5167;15,6822;38,8336;"#FFA500";"triangle";25,35;21,47;53,17
"224";"Mina Castell";"Iberian Peninsula";18,5155;15,6865;38,851;"#FFA500";"triangle";25,35;21,47;53,18
"225";"Mina Castell";"Iberian Peninsula";18,5208;15,6853;38,8296;"#FFA500";"triangle";25,36;21,48;53,17
"226";"Puig Perals ";"Iberian Peninsula";18,5188;15,6863;38,8432;"#FFA500";"triangle";25,35;21,47;53,17
"227";"Pideval Este";"Iberian Peninsula";18,5361;15,6783;38,8729;"#FFA500";"triangle";25,36;21,45;53,19
"228";"Mina W";"Iberian Peninsula";18,483;15,6923;38,7693;"#FFA500";"triangle";25,34;21,51;53,15
"229";"Rigros";"Iberian Peninsula";18,678;15,723;39,1;"#FFA500";"triangle";25,41;21,39;53,2
"230";"Rigros";"Iberian Peninsula";18,628;15,768;39,19;"#FFA500";"triangle";25,31;21,43;53,26
"231";"Berta";"Iberian Peninsula";18,51;15,725;38,951;"#FFA500";"triangle";25,29;21,49;53,22
"232";"Berta";"Iberian Peninsula";18,511;15,727;38,942;"#FFA500";"triangle";25,3;21,49;53,21
"233";"Berta";"Iberian Peninsula";18,509;15,714;38,888;"#FFA500";"triangle";25,32;21,49;53,19
"234";"Berta";"Iberian Peninsula";18,495;15,703;38,861;"#FFA500";"triangle";25,32;21,49;53,19
"235";"Berta";"Iberian Peninsula";18,45;15,702;38,863;"#FFA500";"triangle";25,27;21,51;53,23
"236";"Martorell";"Iberian Peninsula";18,318;15,678;38,534;"#FFA500";"triangle";25,26;21,62;53,13
"237";"Martorell";"Iberian Peninsula";18,366;15,708;38,629;"#FFA500";"triangle";25,26;21,61;53,13
"238";"Martorell";"Iberian Peninsula";18,335;15,704;38,622;"#FFA500";"triangle";25,23;21,61;53,15
"239";"Martorell";"Iberian Peninsula";18,366;15,707;38,609;"#FFA500";"triangle";25,27;21,61;53,12
"240";"Martorell";"Iberian Peninsula";18,325;15,698;38,588;"#FFA500";"triangle";25,24;21,62;53,14
"241";"Can franquesa";"Iberian Peninsula";18,4592;15,6952;38,7398;"#FFA500";"triangle";25,32;21,53;53,15
"242";"Mina Torrent Bosc";"Iberian Peninsula";18,46;15,696;38,747;"#FFA500";"triangle";25,32;21,53;53,15
"243";"Mina Torrent des Bruix";"Iberian Peninsula";18,4532;15,6987;38,7512;"#FFA500";"triangle";25,31;21,53;53,15
"244";"Atrevida";"Iberian Peninsula";18,43;15,71;38,633;"#FFA500";"triangle";25,33;21,59;53,09
"245";"Atrevida";"Iberian Peninsula";18,441;15,688;38,633;"#FFA500";"triangle";25,34;21,56;53,1
"246";"Atrevida";"Iberian Peninsula";18,462;15,709;38,703;"#FFA500";"triangle";25,33;21,56;53,11
"247";"Atrevida";"Iberian Peninsula";18,501;15,708;38,841;"#FFA500";"triangle";25,33;21,5;53,17
"248";"Atrevida";"Iberian Peninsula";18,516;15,727;38,905;"#FFA500";"triangle";25,31;21,5;53,19
"249";"Atrevida";"Iberian Peninsula";18,496;15,682;38,771;"#FFA500";"triangle";25,35;21,5;53,15
"250";"Argentera";"Iberian Peninsula";18,525;15,723;38,833;"#FFA500";"triangle";25,35;21,51;53,14
"251";"Argentera";"Iberian Peninsula";18,542;15,72;38,833;"#FFA500";"triangle";25,37;21,51;53,13
"252";"Escornalbou";"Iberian Peninsula";18,483;15,714;38,769;"#FFA500";"triangle";25,33;21,54;53,13
"253";"Bellmunt";"Iberian Peninsula";18,453;15,704;38,6;"#FFA500";"triangle";25,36;21,58;53,05
"254";"Bellmunt";"Iberian Peninsula";18,337;15,717;38,62;"#FFA500";"triangle";25,23;21,63;53,14
"255";"Bellmunt";"Iberian Peninsula";18,351;15,729;38,649;"#FFA500";"triangle";25,23;21,63;53,14
"256";"Balcoll (Falset)";"Iberian Peninsula";18,3582;15,6696;38,4994;"#FFA500";"triangle";25,31;21,61;53,08
